time,score
667,-509
668,-501
702,-481
1964,-471
2134,-469
4118,-468
12918,-467
12935,-466
16379,-465
20861,-464
58012,-453
59336,-451
60309,-450
69686,-444
69763,-442
274437,-435
274453,-434
274470,-433
274471,-432
291109,-431
291110,-430
306338,-429
307568,-427
313399,-426
