time,score
692,-487
754,-485
827,-475
897,-473
1012,-455
1111,-453
1327,-447
1528,-445
1769,-442
2005,-441
2241,-423
2435,-421
5071,-418
7552,-417
13264,-395
17116,-393
543622,-392
