time,score
497,-487
497,-485
506,-475
506,-473
540,-455
540,-453
631,-447
631,-445
668,-442
668,-441
669,-423
670,-421
2490,-418
2490,-417
4971,-395
4971,-393
556944,-392
590725,-379
590725,-377
