time,score
461,-487
462,-485
463,-475
463,-473
466,-455
466,-453
477,-447
477,-445
482,-442
482,-441
482,-423
482,-421
725,-418
725,-417
1054,-395
1054,-393
61038,-392
65317,-379
65317,-377
738859,-376
738859,-355
738859,-353
