time,score
522,-487
522,-486
522,-485
531,-475
531,-474
531,-473
570,-455
570,-454
570,-453
666,-447
666,-446
666,-445
707,-442
707,-441
709,-423
709,-422
709,-421
2683,-418
2683,-417
5350,-395
5350,-394
5350,-393
531477,-392
565271,-379
565271,-378
565271,-377
