time,score
46476,-579
46476,-578
46476,-577
46606,-575
46607,-574
46607,-573
47057,-572
53638,-571
56047,-563
56047,-562
56047,-561
56218,-560
59966,-559
80469,-544
80469,-543
80469,-542
80494,-541
80640,-540
84627,-539
193198,-516
193198,-515
193198,-514
193245,-513
193419,-512
201770,-511
