time,score
138356,-579
138357,-578
138358,-577
138359,-576
138360,-575
138360,-574
138365,-560
138365,-559
138365,-558
138365,-557
138365,-556
138365,-555
138541,-554
138542,-553
138542,-552
138542,-551
138554,-550
138647,-549
140276,-544
140277,-543
140277,-542
140277,-541
140277,-540
140278,-539
140294,-538
140296,-537
144558,-536
186568,-523
186569,-522
186570,-521
186571,-520
186572,-519
186572,-518
187789,-517
189278,-516
