time,score
700,-508
700,-507
700,-506
700,-505
703,-493
703,-492
703,-491
711,-490
724,-468
724,-467
724,-466
724,-465
789,-464
1117,-450
1117,-449
1118,-448
1119,-447
1291,-446
1818,-427
1819,-426
1819,-425
1820,-424
1910,-423
5083,-422
208876,-416
208876,-415
208877,-414
208956,-413
212445,-412
