time,score
3190,-589
3191,-588
3192,-587
3194,-576
3194,-575
3195,-574
3201,-556
3201,-555
3201,-554
3209,-553
3234,-528
3234,-527
3235,-526
3237,-525
3420,-517
3422,-516
3447,-515
3449,-514
3744,-513
21092,-512
