time,score
3357,-524
3358,-504
3359,-500
3360,-492
3361,-488
3362,-487
3364,-464
3366,-463
3369,-456
3370,-455
3375,-444
3377,-436
3380,-435
3386,-419
3407,-416
3417,-415
3512,-414
4435,-404
4462,-403
4858,-384
4903,-383
5488,-382
203454,-376
203462,-375
203478,-357
203483,-356
203512,-355
208490,-354
