time,score
250835,-594
250836,-593
250837,-592
250837,-591
251752,-582
251753,-581
251753,-580
251754,-579
251755,-578
252555,-577
255331,-576
255331,-575
255332,-574
255350,-573
260666,-572
271031,-566
271031,-565
271032,-564
271033,-563
271034,-562
272941,-561
275788,-560
