time,score
575,-524
576,-523
577,-522
578,-512
579,-511
579,-510
583,-509
584,-508
585,-498
586,-497
586,-496
591,-488
592,-487
593,-486
692,-485
693,-484
866,-475
866,-474
867,-473
868,-472
905,-471
943,-470
945,-469
946,-468
957,-467
1380,-466
2047,-456
2047,-455
2048,-454
2050,-453
2051,-452
2171,-451
2172,-450
2174,-449
2174,-448
3066,-447
14970,-436
14971,-435
14971,-434
14973,-433
14974,-432
15062,-431
16539,-430
