time,score
636,-505
637,-501
638,-497
640,-496
653,-495
712,-494
917,-493
2320,-492
4764,-489
4765,-481
4766,-477
4768,-476
4777,-475
4823,-474
5003,-473
6111,-472
29590,-471
31562,-465
31563,-453
31564,-449
31566,-448
31574,-447
31620,-446
31801,-445
32908,-444
