time,score
648,-515
649,-514
650,-513
650,-512
651,-511
655,-503
656,-502
656,-501
657,-500
658,-499
687,-491
688,-490
688,-489
689,-488
690,-487
762,-483
762,-482
763,-481
764,-480
765,-479
826,-467
826,-466
827,-465
828,-464
829,-463
3438,-462
3557,-461
41661,-460
141442,-459
