time,score
603,-515
604,-514
604,-513
604,-512
604,-511
608,-503
608,-502
609,-501
610,-500
610,-499
641,-491
642,-490
642,-489
643,-488
643,-487
702,-483
702,-482
703,-481
704,-480
704,-479
759,-467
760,-466
760,-465
761,-464
762,-463
2685,-462
2775,-461
34702,-460
128340,-459
