time,score
655,-575
656,-571
657,-543
658,-535
661,-534
663,-522
663,-510
672,-506
693,-502
714,-494
1119,-486
1126,-474
1312,-471
2487,-463
2849,-447
3280,-442
9548,-435
10285,-419
34806,-410
43312,-403
161074,-402
206243,-387
